t,o,h,l,c,v,datetime_utc,datetime_est
1788511980000,4475.2,4476.74,4474.86,4476.74,277.0,2026-09-04 08:53:00+00:00,2026-09-04 04:53:00+00:00
1788512040000,4476.72,4477.42,4476.1,4476.86,343.0,2026-09-04 08:54:00+00:00,2026-09-04 04:54:00+00:00
1788512100000,4476.86,4478.02,4476.85,4477.39,304.0,2026-09-04 08:55:00+00:00,2026-09-04 04:55:00+00:00
1788512160000,4477.4,4479.79,4477.38,4478.95,358.0,2026-09-04 08:56:00+00:00,2026-09-04 04:56:00+00:00
1788512220000,4478.96,4479.48,4478.47,4478.69,250.0,2026-09-04 08:57:00+00:00,2026-09-04 04:57:00+00:00
1788512280000,4478.61,4478.71,4477.47,4477.47,199.0,2026-09-04 08:58:00+00:00,2026-09-04 04:58:00+00:00
1788512340000,4477.44,4478.45,4477.43,4477.87,202.0,2026-09-04 08:59:00+00:00,2026-09-04 04:59:00+00:00
1788512400000,4477.86,4478.64,4477.44,4477.62,329.0,2026-09-04 09:00:00+00:00,2026-09-04 05:00:00+00:00
1788512460000,4477.61,4478.21,4476.59,4477.98,348.0,2026-09-04 09:01:00+00:00,2026-09-04 05:01:00+00:00
1788512520000,4477.97,4479.17,4477.86,4478.72,361.0,2026-09-04 09:02:00+00:00,2026-09-04 05:02:00+00:00
1788512580000,4478.74,4479.24,4478.48,4478.67,316.0,2026-09-04 09:03:00+00:00,2026-09-04 05:03:00+00:00
1788512640000,4478.68,4478.87,4477.18,4478.32,358.0,2026-09-04 09:04:00+00:00,2026-09-04 05:04:00+00:00
1788512700000,4478.31,4478.35,4476.0,4476.48,278.0,2026-09-04 09:05:00+00:00,2026-09-04 05:05:00+00:00
1788512760000,4476.47,4476.6,4474.36,4474.66,346.0,2026-09-04 09:06:00+00:00,2026-09-04 05:06:00+00:00
1788512820000,4474.67,4474.67,4473.92,4474.28,256.0,2026-09-04 09:07:00+00:00,2026-09-04 05:07:00+00:00
1788512880000,4474.26,4474.65,4473.97,4474.61,270.0,2026-09-04 09:08:00+00:00,2026-09-04 05:08:00+00:00
1788512940000,4474.61,4475.35,4474.17,4475.1,227.0,2026-09-04 09:09:00+00:00,2026-09-04 05:09:00+00:00
1788513000000,4475.09,4475.1,4473.84,4474.32,236.0,2026-09-04 09:10:00+00:00,2026-09-04 05:10:00+00:00
1788513060000,4474.21,4474.21,4471.67,4471.67,365.0,2026-09-04 09:11:00+00:00,2026-09-04 05:11:00+00:00
1788513120000,4471.67,4472.19,4471.13,4471.13,386.0,2026-09-04 09:12:00+00:00,2026-09-04 05:12:00+00:00
1788513180000,4471.12,4471.13,4469.14,4469.95,401.0,2026-09-04 09:13:00+00:00,2026-09-04 05:13:00+00:00
1788513240000,4469.96,4470.11,4469.05,4470.08,285.0,2026-09-04 09:14:00+00:00,2026-09-04 05:14:00+00:00
1788513300000,4470.07,4470.7,4468.26,4469.88,575.0,2026-09-04 09:15:00+00:00,2026-09-04 05:15:00+00:00
1788513360000,4469.88,4469.88,4468.03,4469.36,350.0,2026-09-04 09:16:00+00:00,2026-09-04 05:16:00+00:00
1788513420000,4469.37,4469.6,4468.2,4468.97,424.0,2026-09-04 09:17:00+00:00,2026-09-04 05:17:00+00:00
1788513480000,4468.98,4468.98,4467.46,4468.72,326.0,2026-09-04 09:18:00+00:00,2026-09-04 05:18:00+00:00
1788513540000,4468.71,4468.89,4466.87,4466.99,329.0,2026-09-04 09:19:00+00:00,2026-09-04 05:19:00+00:00
1788513600000,4466.94,4466.94,4464.83,4466.78,574.0,2026-09-04 09:20:00+00:00,2026-09-04 05:20:00+00:00
1788513660000,4466.77,4467.47,4464.09,4464.32,425.0,2026-09-04 09:21:00+00:00,2026-09-04 05:21:00+00:00
1788513720000,4464.32,4466.86,4464.23,4466.86,436.0,2026-09-04 09:22:00+00:00,2026-09-04 05:22:00+00:00
1788513780000,4466.91,4467.24,4465.94,4466.76,365.0,2026-09-04 09:23:00+00:00,2026-09-04 05:23:00+00:00
1788513840000,4466.74,4466.93,4464.52,4464.54,336.0,2026-09-04 09:24:00+00:00,2026-09-04 05:24:00+00:00
1788513900000,4464.55,4465.06,4463.89,4464.43,398.0,2026-09-04 09:25:00+00:00,2026-09-04 05:25:00+00:00
1788513960000,4464.42,4465.32,4464.11,4465.24,310.0,2026-09-04 09:26:00+00:00,2026-09-04 05:26:00+00:00
1788514020000,4465.25,4465.41,4463.93,4464.69,384.0,2026-09-04 09:27:00+00:00,2026-09-04 05:27:00+00:00
1788514080000,4464.7,4464.86,4464.01,4464.57,338.0,2026-09-04 09:28:00+00:00,2026-09-04 05:28:00+00:00
1788514140000,4464.52,4466.7,4464.39,4466.7,445.0,2026-09-04 09:29:00+00:00,2026-09-04 05:29:00+00:00
1788514200000,4466.71,4467.95,4465.93,4467.75,553.0,2026-09-04 09:30:00+00:00,2026-09-04 05:30:00+00:00
1788514260000,4467.76,4468.08,4466.99,4467.5,509.0,2026-09-04 09:31:00+00:00,2026-09-04 05:31:00+00:00
1788514320000,4467.5,4469.9,4464.63,4469.85,591.0,2026-09-04 09:32:00+00:00,2026-09-04 05:32:00+00:00
1788514380000,4469.83,4470.23,4468.52,4468.96,392.0,2026-09-04 09:33:00+00:00,2026-09-04 05:33:00+00:00
1788514440000,4468.95,4468.95,4466.24,4467.16,400.0,2026-09-04 09:34:00+00:00,2026-09-04 05:34:00+00:00
1788514500000,4467.16,4468.51,4466.52,4468.16,411.0,2026-09-04 09:35:00+00:00,2026-09-04 05:35:00+00:00
1788514560000,4468.17,4469.56,4468.09,4469.32,279.0,2026-09-04 09:36:00+00:00,2026-09-04 05:36:00+00:00
1788514620000,4469.33,4469.75,4468.82,4469.07,319.0,2026-09-04 09:37:00+00:00,2026-09-04 05:37:00+00:00
1788514680000,4469.06,4469.29,4468.07,4468.2,352.0,2026-09-04 09:38:00+00:00,2026-09-04 05:38:00+00:00
1788514740000,4468.28,4468.92,4467.78,4467.87,320.0,2026-09-04 09:39:00+00:00,2026-09-04 05:39:00+00:00
1788514800000,4467.87,4468.58,4467.06,4468.06,310.0,2026-09-04 09:40:00+00:00,2026-09-04 05:40:00+00:00
1788514860000,4468.06,4468.09,4467.35,4467.36,237.0,2026-09-04 09:41:00+00:00,2026-09-04 05:41:00+00:00
1788514920000,4467.35,4467.77,4466.53,4467.69,282.0,2026-09-04 09:42:00+00:00,2026-09-04 05:42:00+00:00
1788514980000,4467.63,4467.74,4465.91,4466.42,297.0,2026-09-04 09:43:00+00:00,2026-09-04 05:43:00+00:00
1788515040000,4466.43,4467.56,4465.9,4467.31,329.0,2026-09-04 09:44:00+00:00,2026-09-04 05:44:00+00:00
1788515100000,4467.31,4468.58,4467.31,4468.29,357.0,2026-09-04 09:45:00+00:00,2026-09-04 05:45:00+00:00
1788515160000,4468.29,4469.36,4468.24,4469.33,301.0,2026-09-04 09:46:00+00:00,2026-09-04 05:46:00+00:00
1788515220000,4469.32,4469.58,4468.68,4469.07,286.0,2026-09-04 09:47:00+00:00,2026-09-04 05:47:00+00:00
1788515280000,4469.07,4469.58,4468.26,4468.94,233.0,2026-09-04 09:48:00+00:00,2026-09-04 05:48:00+00:00
1788515340000,4468.92,4469.68,4468.79,4469.22,292.0,2026-09-04 09:49:00+00:00,2026-09-04 05:49:00+00:00
1788515400000,4469.25,4469.64,4468.6,4469.34,319.0,2026-09-04 09:50:00+00:00,2026-09-04 05:50:00+00:00
1788515460000,4469.33,4469.53,4468.71,4468.71,365.0,2026-09-04 09:51:00+00:00,2026-09-04 05:51:00+00:00
1788515520000,4468.69,4469.1,4468.05,4468.1,289.0,2026-09-04 09:52:00+00:00,2026-09-04 05:52:00+00:00
1788515580000,4468.11,4468.93,4467.99,4468.8,204.0,2026-09-04 09:53:00+00:00,2026-09-04 05:53:00+00:00
1788515640000,4468.8,4468.98,4467.2,4467.2,250.0,2026-09-04 09:54:00+00:00,2026-09-04 05:54:00+00:00
1788515700000,4467.2,4467.82,4466.13,4467.79,376.0,2026-09-04 09:55:00+00:00,2026-09-04 05:55:00+00:00
1788515760000,4467.8,4468.61,4467.3,4468.39,303.0,2026-09-04 09:56:00+00:00,2026-09-04 05:56:00+00:00
1788515820000,4468.4,4469.7,4468.22,4468.22,330.0,2026-09-04 09:57:00+00:00,2026-09-04 05:57:00+00:00
1788515880000,4468.24,4468.42,4466.77,4467.63,412.0,2026-09-04 09:58:00+00:00,2026-09-04 05:58:00+00:00
1788515940000,4467.62,4468.28,4465.58,4465.62,323.0,2026-09-04 09:59:00+00:00,2026-09-04 05:59:00+00:00
1788516000000,4465.57,4467.6,4465.48,4467.27,377.0,2026-09-04 10:00:00+00:00,2026-09-04 06:00:00+00:00
1788516060000,4467.28,4467.57,4466.42,4466.42,413.0,2026-09-04 10:01:00+00:00,2026-09-04 06:01:00+00:00
1788516120000,4466.41,4466.96,4466.18,4466.43,293.0,2026-09-04 10:02:00+00:00,2026-09-04 06:02:00+00:00
1788516180000,4466.42,4467.9,4466.41,4467.76,276.0,2026-09-04 10:03:00+00:00,2026-09-04 06:03:00+00:00
1788516240000,4467.75,4470.19,4467.56,4469.51,329.0,2026-09-04 10:04:00+00:00,2026-09-04 06:04:00+00:00
1788516300000,4469.51,4469.54,4468.76,4469.51,269.0,2026-09-04 10:05:00+00:00,2026-09-04 06:05:00+00:00
1788516360000,4469.51,4469.79,4469.0,4469.68,245.0,2026-09-04 10:06:00+00:00,2026-09-04 06:06:00+00:00
1788516420000,4469.68,4470.89,4469.52,4470.25,300.0,2026-09-04 10:07:00+00:00,2026-09-04 06:07:00+00:00
1788516480000,4470.27,4470.74,4469.96,4470.68,249.0,2026-09-04 10:08:00+00:00,2026-09-04 06:08:00+00:00
1788516540000,4470.65,4470.7,4470.14,4470.66,196.0,2026-09-04 10:09:00+00:00,2026-09-04 06:09:00+00:00
1788516600000,4470.65,4470.65,4469.05,4469.91,314.0,2026-09-04 10:10:00+00:00,2026-09-04 06:10:00+00:00
1788516660000,4469.89,4470.11,4469.68,4470.0,247.0,2026-09-04 10:11:00+00:00,2026-09-04 06:11:00+00:00
1788516720000,4470.02,4471.22,4469.92,4470.97,253.0,2026-09-04 10:12:00+00:00,2026-09-04 06:12:00+00:00
1788516780000,4470.97,4471.78,4470.85,4471.59,242.0,2026-09-04 10:13:00+00:00,2026-09-04 06:13:00+00:00
1788516840000,4471.58,4473.24,4471.45,4472.81,331.0,2026-09-04 10:14:00+00:00,2026-09-04 06:14:00+00:00
1788516900000,4472.82,4473.4,4471.82,4471.91,274.0,2026-09-04 10:15:00+00:00,2026-09-04 06:15:00+00:00
1788516960000,4471.91,4472.73,4471.19,4472.52,334.0,2026-09-04 10:16:00+00:00,2026-09-04 06:16:00+00:00
1788517020000,4472.52,4472.76,4471.61,4471.96,260.0,2026-09-04 10:17:00+00:00,2026-09-04 06:17:00+00:00
1788517080000,4471.95,4471.96,4471.48,4471.65,240.0,2026-09-04 10:18:00+00:00,2026-09-04 06:18:00+00:00
1788517140000,4471.6,4472.08,4471.6,4471.87,219.0,2026-09-04 10:19:00+00:00,2026-09-04 06:19:00+00:00
1788517200000,4471.88,4471.98,4471.39,4471.4,245.0,2026-09-04 10:20:00+00:00,2026-09-04 06:20:00+00:00
1788517260000,4471.39,4471.85,4470.64,4470.66,198.0,2026-09-04 10:21:00+00:00,2026-09-04 06:21:00+00:00
1788517320000,4470.65,4470.65,4469.43,4470.13,287.0,2026-09-04 10:22:00+00:00,2026-09-04 06:22:00+00:00
1788517380000,4470.13,4470.21,4468.72,4469.19,282.0,2026-09-04 10:23:00+00:00,2026-09-04 06:23:00+00:00
1788517440000,4469.2,4469.2,4468.16,4468.38,319.0,2026-09-04 10:24:00+00:00,2026-09-04 06:24:00+00:00
1788517500000,4468.39,4473.59,4468.39,4471.54,505.0,2026-09-04 10:25:00+00:00,2026-09-04 06:25:00+00:00
1788517560000,4471.56,4471.69,4468.77,4469.02,596.0,2026-09-04 10:26:00+00:00,2026-09-04 06:26:00+00:00
1788517620000,4469.03,4470.48,4468.98,4469.69,293.0,2026-09-04 10:27:00+00:00,2026-09-04 06:27:00+00:00
1788517680000,4469.67,4470.9,4469.67,4470.9,264.0,2026-09-04 10:28:00+00:00,2026-09-04 06:28:00+00:00
1788517740000,4470.91,4471.2,4470.59,4471.2,315.0,2026-09-04 10:29:00+00:00,2026-09-04 06:29:00+00:00
1788517800000,4471.23,4471.49,4470.87,4471.35,253.0,2026-09-04 10:30:00+00:00,2026-09-04 06:30:00+00:00
1788517860000,4471.36,4473.13,4471.36,4472.6,322.0,2026-09-04 10:31:00+00:00,2026-09-04 06:31:00+00:00
1788517920000,4472.61,4474.46,4472.54,4474.3,318.0,2026-09-04 10:32:00+00:00,2026-09-04 06:32:00+00:00
1788517980000,4474.35,4475.17,4474.03,4474.99,296.0,2026-09-04 10:33:00+00:00,2026-09-04 06:33:00+00:00
1788518040000,4474.99,4475.16,4473.24,4473.24,307.0,2026-09-04 10:34:00+00:00,2026-09-04 06:34:00+00:00
1788518100000,4473.25,4473.51,4471.97,4472.08,318.0,2026-09-04 10:35:00+00:00,2026-09-04 06:35:00+00:00
1788518160000,4472.07,4472.17,4471.47,4471.81,276.0,2026-09-04 10:36:00+00:00,2026-09-04 06:36:00+00:00
1788518220000,4471.81,4472.06,4471.26,4471.44,250.0,2026-09-04 10:37:00+00:00,2026-09-04 06:37:00+00:00
1788518280000,4471.44,4471.44,4470.06,4471.02,314.0,2026-09-04 10:38:00+00:00,2026-09-04 06:38:00+00:00
1788518340000,4471.04,4473.38,4471.01,4473.38,294.0,2026-09-04 10:39:00+00:00,2026-09-04 06:39:00+00:00
1788518400000,4473.39,4473.63,4472.77,4472.77,252.0,2026-09-04 10:40:00+00:00,2026-09-04 06:40:00+00:00
1788518460000,4472.77,4473.87,4472.64,4473.63,307.0,2026-09-04 10:41:00+00:00,2026-09-04 06:41:00+00:00
1788518520000,4473.63,4474.13,4473.4,4473.95,301.0,2026-09-04 10:42:00+00:00,2026-09-04 06:42:00+00:00
1788518580000,4473.94,4473.96,4473.22,4473.5,253.0,2026-09-04 10:43:00+00:00,2026-09-04 06:43:00+00:00
1788518640000,4473.49,4473.89,4472.93,4473.6,251.0,2026-09-04 10:44:00+00:00,2026-09-04 06:44:00+00:00
1788518700000,4473.59,4474.52,4473.55,4473.9,246.0,2026-09-04 10:45:00+00:00,2026-09-04 06:45:00+00:00
1788518760000,4473.9,4475.9,4473.68,4475.79,353.0,2026-09-04 10:46:00+00:00,2026-09-04 06:46:00+00:00
1788518820000,4475.78,4476.46,4475.51,4476.17,413.0,2026-09-04 10:47:00+00:00,2026-09-04 06:47:00+00:00
1788518880000,4476.17,4476.19,4475.46,4475.51,298.0,2026-09-04 10:48:00+00:00,2026-09-04 06:48:00+00:00
1788518940000,4475.51,4475.61,4474.21,4474.85,298.0,2026-09-04 10:49:00+00:00,2026-09-04 06:49:00+00:00
1788519000000,4474.9,4475.91,4474.75,4475.15,271.0,2026-09-04 10:50:00+00:00,2026-09-04 06:50:00+00:00
1788519060000,4475.14,4475.56,4474.5,4474.98,299.0,2026-09-04 10:51:00+00:00,2026-09-04 06:51:00+00:00
1788519120000,4474.99,4475.23,4474.28,4474.55,248.0,2026-09-04 10:52:00+00:00,2026-09-04 06:52:00+00:00
1788519180000,4474.56,4474.73,4473.58,4473.76,243.0,2026-09-04 10:53:00+00:00,2026-09-04 06:53:00+00:00
1788519240000,4473.76,4475.06,4473.76,4474.75,240.0,2026-09-04 10:54:00+00:00,2026-09-04 06:54:00+00:00
1788519300000,4474.74,4475.11,4473.97,4474.46,243.0,2026-09-04 10:55:00+00:00,2026-09-04 06:55:00+00:00
1788519360000,4474.51,4474.75,4473.89,4474.65,214.0,2026-09-04 10:56:00+00:00,2026-09-04 06:56:00+00:00
1788519420000,4474.65,4474.69,4474.27,4474.38,181.0,2026-09-04 10:57:00+00:00,2026-09-04 06:57:00+00:00
1788519480000,4474.39,4474.92,4474.39,4474.41,254.0,2026-09-04 10:58:00+00:00,2026-09-04 06:58:00+00:00
1788519540000,4474.5,4474.65,4472.83,4472.91,316.0,2026-09-04 10:59:00+00:00,2026-09-04 06:59:00+00:00
1788519600000,4472.91,4472.91,4471.33,4471.75,459.0,2026-09-04 11:00:00+00:00,2026-09-04 07:00:00+00:00
1788519660000,4471.73,4472.93,4470.47,4472.65,474.0,2026-09-04 11:01:00+00:00,2026-09-04 07:01:00+00:00
1788519720000,4472.66,4473.34,4472.18,4472.18,362.0,2026-09-04 11:02:00+00:00,2026-09-04 07:02:00+00:00
1788519780000,4472.18,4472.27,4471.2,4471.25,347.0,2026-09-04 11:03:00+00:00,2026-09-04 07:03:00+00:00
1788519840000,4471.23,4472.7,4471.18,4471.98,350.0,2026-09-04 11:04:00+00:00,2026-09-04 07:04:00+00:00
1788519900000,4471.99,4472.25,4471.61,4472.05,277.0,2026-09-04 11:05:00+00:00,2026-09-04 07:05:00+00:00
1788519960000,4472.06,4472.13,4470.89,4470.89,323.0,2026-09-04 11:06:00+00:00,2026-09-04 07:06:00+00:00
1788520020000,4470.89,4471.16,4470.48,4470.97,282.0,2026-09-04 11:07:00+00:00,2026-09-04 07:07:00+00:00
1788520080000,4470.97,4471.17,4469.54,4470.15,319.0,2026-09-04 11:08:00+00:00,2026-09-04 07:08:00+00:00
1788520140000,4470.14,4471.25,4470.08,4470.85,277.0,2026-09-04 11:09:00+00:00,2026-09-04 07:09:00+00:00
1788520200000,4470.86,4471.05,4470.21,4471.05,301.0,2026-09-04 11:10:00+00:00,2026-09-04 07:10:00+00:00
1788520260000,4471.06,4471.35,4470.09,4470.26,294.0,2026-09-04 11:11:00+00:00,2026-09-04 07:11:00+00:00
1788520320000,4470.24,4470.98,4470.09,4470.91,338.0,2026-09-04 11:12:00+00:00,2026-09-04 07:12:00+00:00
1788520380000,4470.92,4471.06,4469.72,4469.89,313.0,2026-09-04 11:13:00+00:00,2026-09-04 07:13:00+00:00
1788520440000,4469.87,4470.38,4469.68,4470.32,214.0,2026-09-04 11:14:00+00:00,2026-09-04 07:14:00+00:00
1788520500000,4470.32,4470.7,4469.86,4469.95,192.0,2026-09-04 11:15:00+00:00,2026-09-04 07:15:00+00:00
1788520560000,4469.94,4470.54,4469.69,4470.49,330.0,2026-09-04 11:16:00+00:00,2026-09-04 07:16:00+00:00
1788520620000,4470.5,4470.5,4467.88,4468.39,330.0,2026-09-04 11:17:00+00:00,2026-09-04 07:17:00+00:00
1788520680000,4468.4,4468.6,4467.8,4467.83,278.0,2026-09-04 11:18:00+00:00,2026-09-04 07:18:00+00:00
1788520740000,4467.83,4467.88,4466.39,4466.82,316.0,2026-09-04 11:19:00+00:00,2026-09-04 07:19:00+00:00
1788520800000,4466.83,4468.32,4466.73,4468.23,354.0,2026-09-04 11:20:00+00:00,2026-09-04 07:20:00+00:00
1788520860000,4468.26,4468.73,4467.5,4468.67,301.0,2026-09-04 11:21:00+00:00,2026-09-04 07:21:00+00:00
1788520920000,4468.72,4470.47,4468.37,4470.4,306.0,2026-09-04 11:22:00+00:00,2026-09-04 07:22:00+00:00
1788520980000,4470.39,4470.81,4469.52,4470.0,256.0,2026-09-04 11:23:00+00:00,2026-09-04 07:23:00+00:00
1788521040000,4469.99,4469.99,4468.86,4468.87,209.0,2026-09-04 11:24:00+00:00,2026-09-04 07:24:00+00:00
1788521100000,4468.86,4468.86,4466.47,4467.09,295.0,2026-09-04 11:25:00+00:00,2026-09-04 07:25:00+00:00
1788521160000,4467.1,4467.73,4466.19,4467.2,338.0,2026-09-04 11:26:00+00:00,2026-09-04 07:26:00+00:00
1788521220000,4467.21,4467.72,4466.54,4466.7,283.0,2026-09-04 11:27:00+00:00,2026-09-04 07:27:00+00:00
1788521280000,4466.7,4467.13,4465.81,4466.4,240.0,2026-09-04 11:28:00+00:00,2026-09-04 07:28:00+00:00
1788521340000,4466.39,4466.61,4465.44,4465.71,305.0,2026-09-04 11:29:00+00:00,2026-09-04 07:29:00+00:00
1788521400000,4465.69,4466.44,4465.31,4466.3,367.0,2026-09-04 11:30:00+00:00,2026-09-04 07:30:00+00:00
1788521460000,4466.39,4468.21,4466.39,4467.89,338.0,2026-09-04 11:31:00+00:00,2026-09-04 07:31:00+00:00
1788521520000,4467.9,4468.38,4467.56,4468.02,256.0,2026-09-04 11:32:00+00:00,2026-09-04 07:32:00+00:00
1788521580000,4468.04,4468.11,4466.76,4467.24,267.0,2026-09-04 11:33:00+00:00,2026-09-04 07:33:00+00:00
1788521640000,4467.24,4467.6,4465.98,4465.99,323.0,2026-09-04 11:34:00+00:00,2026-09-04 07:34:00+00:00
1788521700000,4466.0,4467.65,4466.0,4467.54,264.0,2026-09-04 11:35:00+00:00,2026-09-04 07:35:00+00:00
1788521760000,4467.51,4467.85,4466.97,4467.85,269.0,2026-09-04 11:36:00+00:00,2026-09-04 07:36:00+00:00
1788521820000,4467.84,4468.12,4467.39,4467.81,219.0,2026-09-04 11:37:00+00:00,2026-09-04 07:37:00+00:00
1788521880000,4467.81,4469.55,4467.45,4469.24,350.0,2026-09-04 11:38:00+00:00,2026-09-04 07:38:00+00:00
1788521940000,4469.23,4469.23,4467.39,4468.25,324.0,2026-09-04 11:39:00+00:00,2026-09-04 07:39:00+00:00
1788522000000,4468.24,4470.34,4468.24,4469.51,354.0,2026-09-04 11:40:00+00:00,2026-09-04 07:40:00+00:00
1788522060000,4469.5,4469.74,4468.95,4469.24,287.0,2026-09-04 11:41:00+00:00,2026-09-04 07:41:00+00:00
1788522120000,4469.25,4469.3,4466.09,4466.4,352.0,2026-09-04 11:42:00+00:00,2026-09-04 07:42:00+00:00
1788522180000,4466.41,4467.38,4466.01,4467.02,240.0,2026-09-04 11:43:00+00:00,2026-09-04 07:43:00+00:00
1788522240000,4467.03,4468.26,4466.56,4468.23,294.0,2026-09-04 11:44:00+00:00,2026-09-04 07:44:00+00:00
1788522300000,4468.21,4469.71,4468.09,4469.71,387.0,2026-09-04 11:45:00+00:00,2026-09-04 07:45:00+00:00
1788522360000,4469.72,4470.47,4469.5,4470.4,336.0,2026-09-04 11:46:00+00:00,2026-09-04 07:46:00+00:00
1788522420000,4470.39,4470.39,4469.47,4470.36,297.0,2026-09-04 11:47:00+00:00,2026-09-04 07:47:00+00:00
1788522480000,4470.36,4470.36,4469.11,4469.13,386.0,2026-09-04 11:48:00+00:00,2026-09-04 07:48:00+00:00
1788522540000,4469.14,4469.17,4467.21,4467.52,327.0,2026-09-04 11:49:00+00:00,2026-09-04 07:49:00+00:00
1788522600000,4467.51,4468.84,4467.18,4468.64,403.0,2026-09-04 11:50:00+00:00,2026-09-04 07:50:00+00:00
1788522660000,4468.65,4470.6,4468.65,4470.6,439.0,2026-09-04 11:51:00+00:00,2026-09-04 07:51:00+00:00
1788522720000,4470.59,4470.59,4467.62,4467.97,351.0,2026-09-04 11:52:00+00:00,2026-09-04 07:52:00+00:00
1788522780000,4467.96,4468.77,4467.69,4468.61,348.0,2026-09-04 11:53:00+00:00,2026-09-04 07:53:00+00:00
1788522840000,4468.62,4469.12,4468.34,4469.02,359.0,2026-09-04 11:54:00+00:00,2026-09-04 07:54:00+00:00
1788522900000,4469.02,4469.72,4469.02,4469.62,295.0,2026-09-04 11:55:00+00:00,2026-09-04 07:55:00+00:00
1788522960000,4469.61,4469.9,4468.57,4468.83,297.0,2026-09-04 11:56:00+00:00,2026-09-04 07:56:00+00:00
1788523020000,4468.83,4468.97,4468.59,4468.87,265.0,2026-09-04 11:57:00+00:00,2026-09-04 07:57:00+00:00
1788523080000,4468.87,4469.13,4467.37,4467.48,306.0,2026-09-04 11:58:00+00:00,2026-09-04 07:58:00+00:00
1788523140000,4467.47,4467.47,4465.11,4466.92,440.0,2026-09-04 11:59:00+00:00,2026-09-04 07:59:00+00:00
1788523200000,4466.96,4469.25,4466.96,4467.59,593.0,2026-09-04 12:00:00+00:00,2026-09-04 08:00:00+00:00
1788523260000,4467.59,4468.39,4466.61,4467.02,479.0,2026-09-04 12:01:00+00:00,2026-09-04 08:01:00+00:00
1788523320000,4467.0,4467.04,4464.85,4465.56,448.0,2026-09-04 12:02:00+00:00,2026-09-04 08:02:00+00:00
1788523380000,4465.56,4468.37,4465.56,4467.59,474.0,2026-09-04 12:03:00+00:00,2026-09-04 08:03:00+00:00
1788523440000,4467.57,4469.38,4467.42,4468.9,479.0,2026-09-04 12:04:00+00:00,2026-09-04 08:04:00+00:00
1788523500000,4468.88,4470.39,4468.58,4469.29,498.0,2026-09-04 12:05:00+00:00,2026-09-04 08:05:00+00:00
1788523560000,4469.3,4469.78,4468.21,4469.74,518.0,2026-09-04 12:06:00+00:00,2026-09-04 08:06:00+00:00
1788523620000,4469.72,4470.17,4468.6,4469.28,425.0,2026-09-04 12:07:00+00:00,2026-09-04 08:07:00+00:00
1788523680000,4469.27,4470.15,4468.94,4469.01,467.0,2026-09-04 12:08:00+00:00,2026-09-04 08:08:00+00:00
1788523740000,4468.97,4469.8,4466.87,4467.31,521.0,2026-09-04 12:09:00+00:00,2026-09-04 08:09:00+00:00
1788523800000,4467.31,4469.03,4466.54,4466.81,529.0,2026-09-04 12:10:00+00:00,2026-09-04 08:10:00+00:00
1788523860000,4466.81,4468.0,4466.4,4467.81,468.0,2026-09-04 12:11:00+00:00,2026-09-04 08:11:00+00:00
1788523920000,4467.79,4468.26,4465.23,4465.45,477.0,2026-09-04 12:12:00+00:00,2026-09-04 08:12:00+00:00
1788523980000,4465.48,4466.64,4465.26,4465.58,423.0,2026-09-04 12:13:00+00:00,2026-09-04 08:13:00+00:00
1788524040000,4465.59,4465.8,4464.57,4464.75,494.0,2026-09-04 12:14:00+00:00,2026-09-04 08:14:00+00:00
1788524100000,4464.74,4466.64,4464.65,4466.59,439.0,2026-09-04 12:15:00+00:00,2026-09-04 08:15:00+00:00
1788524160000,4466.58,4467.55,4465.83,4467.39,489.0,2026-09-04 12:16:00+00:00,2026-09-04 08:16:00+00:00
1788524220000,4467.41,4467.42,4465.06,4465.87,562.0,2026-09-04 12:17:00+00:00,2026-09-04 08:17:00+00:00
1788524280000,4465.86,4467.17,4465.57,4466.53,497.0,2026-09-04 12:18:00+00:00,2026-09-04 08:18:00+00:00
1788524340000,4466.48,4468.21,4464.45,4467.87,587.0,2026-09-04 12:19:00+00:00,2026-09-04 08:19:00+00:00
1788524400000,4467.89,4468.24,4464.4,4465.61,837.0,2026-09-04 12:20:00+00:00,2026-09-04 08:20:00+00:00
1788524460000,4465.61,4469.06,4464.81,4469.03,709.0,2026-09-04 12:21:00+00:00,2026-09-04 08:21:00+00:00
1788524520000,4469.04,4469.66,4465.61,4466.06,600.0,2026-09-04 12:22:00+00:00,2026-09-04 08:22:00+00:00
1788524580000,4466.08,4467.22,4464.56,4466.9,613.0,2026-09-04 12:23:00+00:00,2026-09-04 08:23:00+00:00
1788524640000,4466.9,4470.17,4466.81,4468.14,677.0,2026-09-04 12:24:00+00:00,2026-09-04 08:24:00+00:00
1788524700000,4468.11,4469.8,4467.42,4469.4,680.0,2026-09-04 12:25:00+00:00,2026-09-04 08:25:00+00:00
1788524760000,4469.48,4470.25,4467.87,4469.34,557.0,2026-09-04 12:26:00+00:00,2026-09-04 08:26:00+00:00
1788524820000,4469.32,4471.79,4469.31,4470.23,748.0,2026-09-04 12:27:00+00:00,2026-09-04 08:27:00+00:00
1788524880000,4470.18,4472.55,4469.29,4472.48,645.0,2026-09-04 12:28:00+00:00,2026-09-04 08:28:00+00:00
1788524940000,4472.42,4476.18,4470.54,4471.35,899.0,2026-09-04 12:29:00+00:00,2026-09-04 08:29:00+00:00
1788525000000,4470.14,4470.91,4388.88,4409.16,1116.0,2026-09-04 12:30:00+00:00,2026-09-04 08:30:00+00:00
